index,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
199806,1934-02-01,11.042,0.47,Santiago,Chile,32.95S,69.89W
199807,1934-03-01,9.601,0.52,Santiago,Chile,32.95S,69.89W
199808,1934-04-01,4.634,0.477,Santiago,Chile,32.95S,69.89W
199809,1934-05-01,2.395,0.32,Santiago,Chile,32.95S,69.89W
199810,1934-06-01,-0.356,0.489,Santiago,Chile,32.95S,69.89W
199811,1934-07-01,-1.31,0.276,Santiago,Chile,32.95S,69.89W
199812,1934-08-01,0.6859999999999999,0.245,Santiago,Chile,32.95S,69.89W
199813,1934-09-01,2.3040000000000003,0.175,Santiago,Chile,32.95S,69.89W
199814,1934-10-01,3.707,0.251,Santiago,Chile,32.95S,69.89W
199815,1934-11-01,7.488999999999999,0.479,Santiago,Chile,32.95S,69.89W
199816,1934-12-01,10.092,0.416,Santiago,Chile,32.95S,69.89W
199817,1935-01-01,12.372,0.742,Santiago,Chile,32.95S,69.89W
199818,1935-02-01,11.949000000000002,0.514,Santiago,Chile,32.95S,69.89W
199819,1935-03-01,11.0,0.737,Santiago,Chile,32.95S,69.89W
199820,1935-04-01,5.757000000000001,0.315,Santiago,Chile,32.95S,69.89W
199821,1935-05-01,4.102,0.508,Santiago,Chile,32.95S,69.89W
199822,1935-06-01,-0.374,0.513,Santiago,Chile,32.95S,69.89W
199823,1935-07-01,-1.892,0.3720000000000001,Santiago,Chile,32.95S,69.89W
199824,1935-08-01,1.164,0.279,Santiago,Chile,32.95S,69.89W
199825,1935-09-01,1.4740000000000002,0.317,Santiago,Chile,32.95S,69.89W
199826,1935-10-01,3.1810000000000005,0.471,Santiago,Chile,32.95S,69.89W
199827,1935-11-01,9.511,0.802,Santiago,Chile,32.95S,69.89W
199828,1935-12-01,11.014,0.627,Santiago,Chile,32.95S,69.89W
199829,1936-01-01,12.671,1.046,Santiago,Chile,32.95S,69.89W
199830,1936-02-01,11.717,0.496,Santiago,Chile,32.95S,69.89W
199831,1936-03-01,9.598,0.332,Santiago,Chile,32.95S,69.89W
199832,1936-04-01,6.744,0.313,Santiago,Chile,32.95S,69.89W
199833,1936-05-01,1.947,0.347,Santiago,Chile,32.95S,69.89W
199834,1936-06-01,-1.241,0.581,Santiago,Chile,32.95S,69.89W
199835,1936-07-01,-0.547,0.331,Santiago,Chile,32.95S,69.89W
199836,1936-08-01,-0.6119999999999999,0.381,Santiago,Chile,32.95S,69.89W
199837,1936-09-01,2.656,0.38,Santiago,Chile,32.95S,69.89W
199838,1936-10-01,5.4220000000000015,0.376,Santiago,Chile,32.95S,69.89W
199839,1936-11-01,8.143999999999998,0.743,Santiago,Chile,32.95S,69.89W
199840,1936-12-01,10.999,0.631,Santiago,Chile,32.95S,69.89W
199841,1937-01-01,12.328,0.6809999999999999,Santiago,Chile,32.95S,69.89W
199842,1937-02-01,12.207,0.6990000000000001,Santiago,Chile,32.95S,69.89W
199843,1937-03-01,9.414,0.491,Santiago,Chile,32.95S,69.89W
199844,1937-04-01,5.848,0.365,Santiago,Chile,32.95S,69.89W
199845,1937-05-01,2.33,0.6809999999999999,Santiago,Chile,32.95S,69.89W
199846,1937-06-01,-0.292,0.615,Santiago,Chile,32.95S,69.89W
199847,1937-07-01,-1.227,0.52,Santiago,Chile,32.95S,69.89W
199848,1937-08-01,0.6819999999999999,0.393,Santiago,Chile,32.95S,69.89W
199849,1937-09-01,2.1300000000000003,0.52,Santiago,Chile,32.95S,69.89W
199850,1937-10-01,4.609,0.7120000000000001,Santiago,Chile,32.95S,69.89W
199851,1937-11-01,8.106,0.6,Santiago,Chile,32.95S,69.89W
199852,1937-12-01,11.662,0.921,Santiago,Chile,32.95S,69.89W
199853,1938-01-01,11.239,0.42,Santiago,Chile,32.95S,69.89W
199854,1938-02-01,11.393,0.578,Santiago,Chile,32.95S,69.89W
199855,1938-03-01,9.014,0.269,Santiago,Chile,32.95S,69.89W
199856,1938-04-01,4.191,0.579,Santiago,Chile,32.95S,69.89W
199857,1938-05-01,1.997,0.411,Santiago,Chile,32.95S,69.89W
199858,1938-06-01,-1.001,0.698,Santiago,Chile,32.95S,69.89W
199859,1938-07-01,-1.177,0.376,Santiago,Chile,32.95S,69.89W
199860,1938-08-01,-0.955,0.211,Santiago,Chile,32.95S,69.89W
199861,1938-09-01,2.881,0.329,Santiago,Chile,32.95S,69.89W
199862,1938-10-01,5.263000000000001,0.438,Santiago,Chile,32.95S,69.89W
199863,1938-11-01,8.747,0.423,Santiago,Chile,32.95S,69.89W
199864,1938-12-01,12.047,0.5870000000000001,Santiago,Chile,32.95S,69.89W
199865,1939-01-01,13.376,0.518,Santiago,Chile,32.95S,69.89W
199866,1939-02-01,11.918,0.36,Santiago,Chile,32.95S,69.89W
199867,1939-03-01,9.744,0.585,Santiago,Chile,32.95S,69.89W
199868,1939-04-01,4.877,1.245,Santiago,Chile,32.95S,69.89W
199869,1939-05-01,2.5860000000000003,0.512,Santiago,Chile,32.95S,69.89W
199870,1939-06-01,0.3259999999999999,0.7440000000000001,Santiago,Chile,32.95S,69.89W
199871,1939-07-01,-0.2320000000000001,0.606,Santiago,Chile,32.95S,69.89W
199872,1939-08-01,2.438,0.277,Santiago,Chile,32.95S,69.89W
199873,1939-09-01,2.994,0.7390000000000001,Santiago,Chile,32.95S,69.89W
199874,1939-10-01,5.299,0.584,Santiago,Chile,32.95S,69.89W
199875,1939-11-01,7.846999999999999,0.464,Santiago,Chile,32.95S,69.89W
199876,1939-12-01,10.191,0.723,Santiago,Chile,32.95S,69.89W
199877,1940-01-01,12.162,0.316,Santiago,Chile,32.95S,69.89W
199878,1940-02-01,11.429,0.335,Santiago,Chile,32.95S,69.89W
199879,1940-03-01,8.959,0.241,Santiago,Chile,32.95S,69.89W
199880,1940-04-01,5.738,0.523,Santiago,Chile,32.95S,69.89W
199881,1940-05-01,3.042,0.512,Santiago,Chile,32.95S,69.89W
199882,1940-06-01,0.4379999999999999,0.266,Santiago,Chile,32.95S,69.89W
199883,1940-07-01,0.453,0.251,Santiago,Chile,32.95S,69.89W
199884,1940-08-01,0.1029999999999999,0.319,Santiago,Chile,32.95S,69.89W
199885,1940-09-01,2.627,0.293,Santiago,Chile,32.95S,69.89W
199886,1940-10-01,4.8130000000000015,0.487,Santiago,Chile,32.95S,69.89W
199887,1940-11-01,7.959999999999999,0.703,Santiago,Chile,32.95S,69.89W
199888,1940-12-01,11.202,0.59,Santiago,Chile,32.95S,69.89W
199889,1941-01-01,13.175,0.79,Santiago,Chile,32.95S,69.89W
199890,1941-02-01,11.296,0.273,Santiago,Chile,32.95S,69.89W
199891,1941-03-01,8.975,0.5429999999999999,Santiago,Chile,32.95S,69.89W
199892,1941-04-01,4.691,0.63,Santiago,Chile,32.95S,69.89W
199893,1941-05-01,1.196,0.843,Santiago,Chile,32.95S,69.89W
199894,1941-06-01,-1.158,0.461,Santiago,Chile,32.95S,69.89W
199895,1941-07-01,-0.507,0.7140000000000001,Santiago,Chile,32.95S,69.89W
199896,1941-08-01,0.513,0.877,Santiago,Chile,32.95S,69.89W
199897,1941-09-01,1.7340000000000002,0.655,Santiago,Chile,32.95S,69.89W
199898,1941-10-01,7.31,0.8029999999999999,Santiago,Chile,32.95S,69.89W
199899,1941-11-01,7.325999999999999,1.26,Santiago,Chile,32.95S,69.89W
199900,1941-12-01,11.390999999999998,0.643,Santiago,Chile,32.95S,69.89W
199901,1942-01-01,13.491,0.612,Santiago,Chile,32.95S,69.89W
199902,1942-02-01,12.101,0.248,Santiago,Chile,32.95S,69.89W
199903,1942-03-01,9.121,0.245,Santiago,Chile,32.95S,69.89W
199904,1942-04-01,5.384,0.3670000000000001,Santiago,Chile,32.95S,69.89W
199905,1942-05-01,1.952,0.216,Santiago,Chile,32.95S,69.89W
199906,1942-06-01,-3.424,0.579,Santiago,Chile,32.95S,69.89W
199907,1942-07-01,-2.431,0.5,Santiago,Chile,32.95S,69.89W
199908,1942-08-01,-0.3779999999999999,0.338,Santiago,Chile,32.95S,69.89W
199909,1942-09-01,2.975,0.5479999999999999,Santiago,Chile,32.95S,69.89W
199910,1942-10-01,5.550000000000002,0.551,Santiago,Chile,32.95S,69.89W
199911,1942-11-01,8.859,0.443,Santiago,Chile,32.95S,69.89W
199912,1942-12-01,11.531,0.431,Santiago,Chile,32.95S,69.89W
199913,1943-01-01,13.254,0.231,Santiago,Chile,32.95S,69.89W
199914,1943-02-01,12.607,0.477,Santiago,Chile,32.95S,69.89W
199915,1943-03-01,8.372,0.521,Santiago,Chile,32.95S,69.89W
199916,1943-04-01,6.127000000000001,0.7020000000000001,Santiago,Chile,32.95S,69.89W
199917,1943-05-01,2.768,0.415,Santiago,Chile,32.95S,69.89W
199918,1943-06-01,-0.8059999999999999,0.306,Santiago,Chile,32.95S,69.89W
199919,1943-07-01,-0.899,0.401,Santiago,Chile,32.95S,69.89W
199920,1943-08-01,-1.527,0.429,Santiago,Chile,32.95S,69.89W
199921,1943-09-01,2.693,0.502,Santiago,Chile,32.95S,69.89W
199922,1943-10-01,5.9540000000000015,0.423,Santiago,Chile,32.95S,69.89W
199923,1943-11-01,8.498,0.395,Santiago,Chile,32.95S,69.89W
199924,1943-12-01,11.79,0.366,Santiago,Chile,32.95S,69.89W
199925,1944-01-01,12.11,0.331,Santiago,Chile,32.95S,69.89W
199926,1944-02-01,12.199000000000002,0.578,Santiago,Chile,32.95S,69.89W
199927,1944-03-01,9.7,0.608,Santiago,Chile,32.95S,69.89W
199928,1944-04-01,6.736000000000001,0.537,Santiago,Chile,32.95S,69.89W
199929,1944-05-01,1.992,0.371,Santiago,Chile,32.95S,69.89W
199930,1944-06-01,0.51,0.236,Santiago,Chile,32.95S,69.89W
199931,1944-07-01,0.0879999999999999,0.8740000000000001,Santiago,Chile,32.95S,69.89W
199932,1944-08-01,0.298,0.73,Santiago,Chile,32.95S,69.89W
199933,1944-09-01,4.901,0.412,Santiago,Chile,32.95S,69.89W
199934,1944-10-01,5.617000000000001,0.79,Santiago,Chile,32.95S,69.89W
199935,1944-11-01,9.086,0.736,Santiago,Chile,32.95S,69.89W
199936,1944-12-01,12.681,0.224,Santiago,Chile,32.95S,69.89W
199937,1945-01-01,12.684,0.23,Santiago,Chile,32.95S,69.89W
199938,1945-02-01,10.7,1.007,Santiago,Chile,32.95S,69.89W
199939,1945-03-01,9.863,0.485,Santiago,Chile,32.95S,69.89W
199940,1945-04-01,7.449999999999998,0.93,Santiago,Chile,32.95S,69.89W
199941,1945-05-01,4.131,0.5379999999999999,Santiago,Chile,32.95S,69.89W
199942,1945-06-01,0.222,0.89,Santiago,Chile,32.95S,69.89W
199943,1945-07-01,-1.287,0.364,Santiago,Chile,32.95S,69.89W
199944,1945-08-01,1.875,0.775,Santiago,Chile,32.95S,69.89W
199945,1945-09-01,4.050000000000002,0.445,Santiago,Chile,32.95S,69.89W
199946,1945-10-01,7.021000000000001,0.469,Santiago,Chile,32.95S,69.89W
199947,1945-11-01,8.107999999999999,0.752,Santiago,Chile,32.95S,69.89W
199948,1945-12-01,10.659,0.336,Santiago,Chile,32.95S,69.89W
199949,1946-01-01,11.07,0.457,Santiago,Chile,32.95S,69.89W
199950,1946-02-01,12.351,0.589,Santiago,Chile,32.95S,69.89W
199951,1946-03-01,9.327,0.3720000000000001,Santiago,Chile,32.95S,69.89W
199952,1946-04-01,6.284999999999998,0.4920000000000001,Santiago,Chile,32.95S,69.89W
199953,1946-05-01,2.322,0.307,Santiago,Chile,32.95S,69.89W
199954,1946-06-01,-0.946,0.452,Santiago,Chile,32.95S,69.89W
199955,1946-07-01,-0.8280000000000001,0.481,Santiago,Chile,32.95S,69.89W
199956,1946-08-01,0.804,0.348,Santiago,Chile,32.95S,69.89W
199957,1946-09-01,3.43,0.451,Santiago,Chile,32.95S,69.89W
199958,1946-10-01,4.827,0.39,Santiago,Chile,32.95S,69.89W
199959,1946-11-01,9.736999999999998,0.6459999999999999,Santiago,Chile,32.95S,69.89W
199960,1946-12-01,11.308,0.596,Santiago,Chile,32.95S,69.89W
199961,1947-01-01,13.525,0.403,Santiago,Chile,32.95S,69.89W
199962,1947-02-01,11.774,0.344,Santiago,Chile,32.95S,69.89W
199963,1947-03-01,10.116,0.401,Santiago,Chile,32.95S,69.89W
199964,1947-04-01,5.784,0.443,Santiago,Chile,32.95S,69.89W
199965,1947-05-01,3.286,0.252,Santiago,Chile,32.95S,69.89W
199966,1947-06-01,0.7310000000000001,0.335,Santiago,Chile,32.95S,69.89W
199967,1947-07-01,-1.381,0.147,Santiago,Chile,32.95S,69.89W
199968,1947-08-01,0.0,0.378,Santiago,Chile,32.95S,69.89W
199969,1947-09-01,1.9090000000000005,0.255,Santiago,Chile,32.95S,69.89W
199970,1947-10-01,4.942,0.357,Santiago,Chile,32.95S,69.89W
199971,1947-11-01,9.347,0.439,Santiago,Chile,32.95S,69.89W
199972,1947-12-01,10.975,0.239,Santiago,Chile,32.95S,69.89W
199973,1948-01-01,12.967,0.44,Santiago,Chile,32.95S,69.89W
199974,1948-02-01,11.667,0.31,Santiago,Chile,32.95S,69.89W
199975,1948-03-01,8.976999999999997,0.374,Santiago,Chile,32.95S,69.89W
199976,1948-04-01,5.260999999999999,0.286,Santiago,Chile,32.95S,69.89W
199977,1948-05-01,2.084,0.502,Santiago,Chile,32.95S,69.89W
199978,1948-06-01,0.0,0.365,Santiago,Chile,32.95S,69.89W
199979,1948-07-01,-1.681,0.6609999999999999,Santiago,Chile,32.95S,69.89W
199980,1948-08-01,-0.436,0.5529999999999999,Santiago,Chile,32.95S,69.89W
199981,1948-09-01,3.031,0.395,Santiago,Chile,32.95S,69.89W
199982,1948-10-01,5.221,0.171,Santiago,Chile,32.95S,69.89W
199983,1948-11-01,8.222999999999999,0.31,Santiago,Chile,32.95S,69.89W
199984,1948-12-01,12.178,0.358,Santiago,Chile,32.95S,69.89W
199985,1949-01-01,12.427,0.356,Santiago,Chile,32.95S,69.89W
199986,1949-02-01,11.592,0.525,Santiago,Chile,32.95S,69.89W
199987,1949-03-01,9.393999999999998,0.475,Santiago,Chile,32.95S,69.89W
199988,1949-04-01,6.800999999999998,0.46,Santiago,Chile,32.95S,69.89W
199989,1949-05-01,3.412,0.252,Santiago,Chile,32.95S,69.89W
199990,1949-06-01,-0.441,0.5820000000000001,Santiago,Chile,32.95S,69.89W
199991,1949-07-01,-1.5140000000000002,0.289,Santiago,Chile,32.95S,69.89W
199992,1949-08-01,-0.5190000000000001,0.7559999999999999,Santiago,Chile,32.95S,69.89W
199993,1949-09-01,1.2430000000000003,0.913,Santiago,Chile,32.95S,69.89W
199994,1949-10-01,5.026000000000002,0.618,Santiago,Chile,32.95S,69.89W
199995,1949-11-01,9.028,0.524,Santiago,Chile,32.95S,69.89W
199996,1949-12-01,11.088,0.933,Santiago,Chile,32.95S,69.89W
199997,1950-01-01,12.347,0.894,Santiago,Chile,32.95S,69.89W
199998,1950-02-01,12.094,0.487,Santiago,Chile,32.95S,69.89W
199999,1950-03-01,9.925999999999998,0.551,Santiago,Chile,32.95S,69.89W
200000,1950-04-01,5.859999999999999,0.6890000000000001,Santiago,Chile,32.95S,69.89W
200001,1950-05-01,2.386,0.321,Santiago,Chile,32.95S,69.89W
200002,1950-06-01,0.0179999999999999,0.941,Santiago,Chile,32.95S,69.89W
200003,1950-07-01,-0.5830000000000001,0.642,Santiago,Chile,32.95S,69.89W
200004,1950-08-01,1.188,0.945,Santiago,Chile,32.95S,69.89W
200005,1950-09-01,1.92,0.56,Santiago,Chile,32.95S,69.89W
200006,1950-10-01,4.33,0.851,Santiago,Chile,32.95S,69.89W
200007,1950-11-01,7.462999999999999,0.597,Santiago,Chile,32.95S,69.89W
200008,1950-12-01,11.623,0.575,Santiago,Chile,32.95S,69.89W
200009,1951-01-01,11.507,0.8220000000000001,Santiago,Chile,32.95S,69.89W
200010,1951-02-01,10.19,0.5770000000000001,Santiago,Chile,32.95S,69.89W
200011,1951-03-01,9.912999999999998,0.321,Santiago,Chile,32.95S,69.89W
200012,1951-04-01,5.06,0.322,Santiago,Chile,32.95S,69.89W
200013,1951-05-01,3.996,0.424,Santiago,Chile,32.95S,69.89W
200014,1951-06-01,0.3509999999999999,0.537,Santiago,Chile,32.95S,69.89W
200015,1951-07-01,0.9569999999999996,0.375,Santiago,Chile,32.95S,69.89W
200016,1951-08-01,1.798,0.426,Santiago,Chile,32.95S,69.89W
200017,1951-09-01,2.742,0.6579999999999999,Santiago,Chile,32.95S,69.89W
200018,1951-10-01,5.841,0.245,Santiago,Chile,32.95S,69.89W
200019,1951-11-01,9.214,0.424,Santiago,Chile,32.95S,69.89W
200020,1951-12-01,10.864,0.486,Santiago,Chile,32.95S,69.89W
200021,1952-01-01,13.281,0.8,Santiago,Chile,32.95S,69.89W
200022,1952-02-01,12.415,0.443,Santiago,Chile,32.95S,69.89W
200023,1952-03-01,10.869000000000002,0.357,Santiago,Chile,32.95S,69.89W
200024,1952-04-01,7.031000000000001,0.388,Santiago,Chile,32.95S,69.89W
200025,1952-05-01,3.498,0.243,Santiago,Chile,32.95S,69.89W
200026,1952-06-01,-2.191,0.459,Santiago,Chile,32.95S,69.89W
200027,1952-07-01,-0.229,0.193,Santiago,Chile,32.95S,69.89W
200028,1952-08-01,0.6659999999999999,0.583,Santiago,Chile,32.95S,69.89W
200029,1952-09-01,3.197,0.455,Santiago,Chile,32.95S,69.89W
200030,1952-10-01,5.011,0.3229999999999999,Santiago,Chile,32.95S,69.89W
200031,1952-11-01,8.283,0.267,Santiago,Chile,32.95S,69.89W
200032,1952-12-01,11.281,0.455,Santiago,Chile,32.95S,69.89W
200033,1953-01-01,12.588,0.43,Santiago,Chile,32.95S,69.89W
200034,1953-02-01,12.898,0.472,Santiago,Chile,32.95S,69.89W
200035,1953-03-01,10.45,0.412,Santiago,Chile,32.95S,69.89W
200036,1953-04-01,5.932,0.546,Santiago,Chile,32.95S,69.89W
200037,1953-05-01,3.273,0.515,Santiago,Chile,32.95S,69.89W
200038,1953-06-01,-0.2739999999999999,0.386,Santiago,Chile,32.95S,69.89W
200039,1953-07-01,-1.91,0.266,Santiago,Chile,32.95S,69.89W
200040,1953-08-01,1.646,0.313,Santiago,Chile,32.95S,69.89W
200041,1953-09-01,3.958,0.618,Santiago,Chile,32.95S,69.89W
200042,1953-10-01,3.3450000000000006,0.6679999999999999,Santiago,Chile,32.95S,69.89W
200043,1953-11-01,8.957999999999998,0.275,Santiago,Chile,32.95S,69.89W
200044,1953-12-01,11.093,0.307,Santiago,Chile,32.95S,69.89W
200045,1954-01-01,11.908,0.449,Santiago,Chile,32.95S,69.89W
200046,1954-02-01,12.165,0.438,Santiago,Chile,32.95S,69.89W
200047,1954-03-01,10.706,0.3720000000000001,Santiago,Chile,32.95S,69.89W
200048,1954-04-01,5.414,0.296,Santiago,Chile,32.95S,69.89W
200049,1954-05-01,0.7349999999999999,0.402,Santiago,Chile,32.95S,69.89W
200050,1954-06-01,-1.3330000000000002,0.584,Santiago,Chile,32.95S,69.89W
200051,1954-07-01,-2.066,0.384,Santiago,Chile,32.95S,69.89W
200052,1954-08-01,1.024,0.725,Santiago,Chile,32.95S,69.89W
200053,1954-09-01,1.4420000000000002,0.6729999999999999,Santiago,Chile,32.95S,69.89W
200054,1954-10-01,4.357,0.305,Santiago,Chile,32.95S,69.89W
200055,1954-11-01,9.38,0.255,Santiago,Chile,32.95S,69.89W
200056,1954-12-01,11.185,0.487,Santiago,Chile,32.95S,69.89W
200057,1955-01-01,13.525,0.485,Santiago,Chile,32.95S,69.89W
200058,1955-02-01,11.46,0.628,Santiago,Chile,32.95S,69.89W
200059,1955-03-01,8.665999999999999,0.282,Santiago,Chile,32.95S,69.89W
200060,1955-04-01,5.02,0.5710000000000001,Santiago,Chile,32.95S,69.89W
200061,1955-05-01,1.466,0.361,Santiago,Chile,32.95S,69.89W
200062,1955-06-01,-0.531,0.242,Santiago,Chile,32.95S,69.89W
200063,1955-07-01,-3.241,0.433,Santiago,Chile,32.95S,69.89W
200064,1955-08-01,-0.5880000000000001,0.366,Santiago,Chile,32.95S,69.89W
200065,1955-09-01,2.492,0.403,Santiago,Chile,32.95S,69.89W
200066,1955-10-01,3.4840000000000004,0.8290000000000001,Santiago,Chile,32.95S,69.89W
200067,1955-11-01,8.795,0.48,Santiago,Chile,32.95S,69.89W
200068,1955-12-01,10.751,0.382,Santiago,Chile,32.95S,69.89W
200069,1956-01-01,10.492,0.923,Santiago,Chile,32.95S,69.89W
200070,1956-02-01,11.374,0.405,Santiago,Chile,32.95S,69.89W
200071,1956-03-01,8.625,0.58,Santiago,Chile,32.95S,69.89W
200072,1956-04-01,3.977,0.489,Santiago,Chile,32.95S,69.89W
200073,1956-05-01,0.7189999999999999,0.474,Santiago,Chile,32.95S,69.89W
200074,1956-06-01,-1.7049999999999998,0.339,Santiago,Chile,32.95S,69.89W
200075,1956-07-01,-0.3279999999999999,0.393,Santiago,Chile,32.95S,69.89W
200076,1956-08-01,0.207,0.476,Santiago,Chile,32.95S,69.89W
200077,1956-09-01,2.289,0.403,Santiago,Chile,32.95S,69.89W
200078,1956-10-01,4.538,0.6920000000000001,Santiago,Chile,32.95S,69.89W
200079,1956-11-01,8.341999999999999,0.8590000000000001,Santiago,Chile,32.95S,69.89W
200080,1956-12-01,10.709,0.5489999999999999,Santiago,Chile,32.95S,69.89W
200081,1957-01-01,12.6,0.248,Santiago,Chile,32.95S,69.89W
200082,1957-02-01,10.961,0.784,Santiago,Chile,32.95S,69.89W
200083,1957-03-01,10.8,0.248,Santiago,Chile,32.95S,69.89W
200084,1957-04-01,5.115,0.435,Santiago,Chile,32.95S,69.89W
200085,1957-05-01,3.799,0.7170000000000001,Santiago,Chile,32.95S,69.89W
200086,1957-06-01,-0.845,0.473,Santiago,Chile,32.95S,69.89W
200087,1957-07-01,-1.6769999999999998,0.455,Santiago,Chile,32.95S,69.89W
200088,1957-08-01,0.62,0.474,Santiago,Chile,32.95S,69.89W
200089,1957-09-01,2.274,0.684,Santiago,Chile,32.95S,69.89W
200090,1957-10-01,5.074000000000002,0.83,Santiago,Chile,32.95S,69.89W
200091,1957-11-01,8.818,0.411,Santiago,Chile,32.95S,69.89W
200092,1957-12-01,11.351,0.222,Santiago,Chile,32.95S,69.89W
200093,1958-01-01,12.578,0.311,Santiago,Chile,32.95S,69.89W
200094,1958-02-01,11.991,0.299,Santiago,Chile,32.95S,69.89W
200095,1958-03-01,10.009,0.399,Santiago,Chile,32.95S,69.89W
200096,1958-04-01,6.754,0.46,Santiago,Chile,32.95S,69.89W
200097,1958-05-01,1.2519999999999998,0.476,Santiago,Chile,32.95S,69.89W
200098,1958-06-01,0.286,0.44,Santiago,Chile,32.95S,69.89W
200099,1958-07-01,1.431,0.51,Santiago,Chile,32.95S,69.89W
200100,1958-08-01,-0.3180000000000001,0.353,Santiago,Chile,32.95S,69.89W
200101,1958-09-01,2.268,0.276,Santiago,Chile,32.95S,69.89W
200102,1958-10-01,6.047999999999999,0.357,Santiago,Chile,32.95S,69.89W
200103,1958-11-01,8.731,0.285,Santiago,Chile,32.95S,69.89W
200104,1958-12-01,9.672,0.298,Santiago,Chile,32.95S,69.89W
200105,1959-01-01,11.317,0.4,Santiago,Chile,32.95S,69.89W
200106,1959-02-01,12.515999999999998,0.614,Santiago,Chile,32.95S,69.89W
200107,1959-03-01,9.803,0.418,Santiago,Chile,32.95S,69.89W
200108,1959-04-01,4.210999999999999,0.682,Santiago,Chile,32.95S,69.89W
200109,1959-05-01,2.306,0.178,Santiago,Chile,32.95S,69.89W
200110,1959-06-01,-0.419,0.408,Santiago,Chile,32.95S,69.89W
200111,1959-07-01,-0.0140000000000001,0.472,Santiago,Chile,32.95S,69.89W
200112,1959-08-01,-0.089,0.401,Santiago,Chile,32.95S,69.89W
200113,1959-09-01,3.4480000000000004,0.8590000000000001,Santiago,Chile,32.95S,69.89W
200114,1959-10-01,4.867000000000001,0.34,Santiago,Chile,32.95S,69.89W
200115,1959-11-01,8.298,0.218,Santiago,Chile,32.95S,69.89W
200116,1959-12-01,11.378,0.747,Santiago,Chile,32.95S,69.89W
200117,1960-01-01,13.192,0.355,Santiago,Chile,32.95S,69.89W
200118,1960-02-01,12.611,0.244,Santiago,Chile,32.95S,69.89W
200119,1960-03-01,9.856,0.54,Santiago,Chile,32.95S,69.89W
200120,1960-04-01,7.295,0.182,Santiago,Chile,32.95S,69.89W
200121,1960-05-01,2.509,0.569,Santiago,Chile,32.95S,69.89W
200122,1960-06-01,0.2229999999999999,0.348,Santiago,Chile,32.95S,69.89W
200123,1960-07-01,-1.743,0.422,Santiago,Chile,32.95S,69.89W
200124,1960-08-01,1.035,0.7859999999999999,Santiago,Chile,32.95S,69.89W
200125,1960-09-01,2.773,0.308,Santiago,Chile,32.95S,69.89W
200126,1960-10-01,4.988,0.309,Santiago,Chile,32.95S,69.89W
200127,1960-11-01,9.446,0.452,Santiago,Chile,32.95S,69.89W
200128,1960-12-01,12.205,0.442,Santiago,Chile,32.95S,69.89W
200129,1961-01-01,12.844,0.394,Santiago,Chile,32.95S,69.89W
200130,1961-02-01,11.868,0.229,Santiago,Chile,32.95S,69.89W
200131,1961-03-01,9.337,0.292,Santiago,Chile,32.95S,69.89W
200132,1961-04-01,6.226,0.451,Santiago,Chile,32.95S,69.89W
200133,1961-05-01,3.934,0.522,Santiago,Chile,32.95S,69.89W
200134,1961-06-01,-1.168,0.407,Santiago,Chile,32.95S,69.89W
200135,1961-07-01,-0.144,0.296,Santiago,Chile,32.95S,69.89W
200136,1961-08-01,2.529,0.278,Santiago,Chile,32.95S,69.89W
200137,1961-09-01,1.421,0.621,Santiago,Chile,32.95S,69.89W
200138,1961-10-01,6.1720000000000015,0.61,Santiago,Chile,32.95S,69.89W
200139,1961-11-01,9.23,0.22,Santiago,Chile,32.95S,69.89W
200140,1961-12-01,11.683,0.322,Santiago,Chile,32.95S,69.89W
200141,1962-01-01,11.728,0.599,Santiago,Chile,32.95S,69.89W
200142,1962-02-01,11.281,0.259,Santiago,Chile,32.95S,69.89W
200143,1962-03-01,11.002,0.249,Santiago,Chile,32.95S,69.89W
200144,1962-04-01,5.644,0.708,Santiago,Chile,32.95S,69.89W
200145,1962-05-01,2.852,0.377,Santiago,Chile,32.95S,69.89W
200146,1962-06-01,-0.499,0.423,Santiago,Chile,32.95S,69.89W
200147,1962-07-01,-2.03,0.755,Santiago,Chile,32.95S,69.89W
200148,1962-08-01,1.594,0.29,Santiago,Chile,32.95S,69.89W
200149,1962-09-01,2.725,0.171,Santiago,Chile,32.95S,69.89W
200150,1962-10-01,5.48,0.476,Santiago,Chile,32.95S,69.89W
200151,1962-11-01,10.274,0.161,Santiago,Chile,32.95S,69.89W
200152,1962-12-01,11.736,0.51,Santiago,Chile,32.95S,69.89W
200153,1963-01-01,12.11,0.247,Santiago,Chile,32.95S,69.89W
200154,1963-02-01,11.609000000000002,0.409,Santiago,Chile,32.95S,69.89W
200155,1963-03-01,9.239,0.34,Santiago,Chile,32.95S,69.89W
200156,1963-04-01,8.094999999999999,0.505,Santiago,Chile,32.95S,69.89W
200157,1963-05-01,3.0010000000000003,0.638,Santiago,Chile,32.95S,69.89W
200158,1963-06-01,-0.01,0.346,Santiago,Chile,32.95S,69.89W
200159,1963-07-01,0.445,0.245,Santiago,Chile,32.95S,69.89W
200160,1963-08-01,0.959,0.335,Santiago,Chile,32.95S,69.89W
200161,1963-09-01,0.8960000000000001,0.624,Santiago,Chile,32.95S,69.89W
200162,1963-10-01,3.975000000000001,0.579,Santiago,Chile,32.95S,69.89W
200163,1963-11-01,6.2410000000000005,0.615,Santiago,Chile,32.95S,69.89W
200164,1963-12-01,10.974,0.215,Santiago,Chile,32.95S,69.89W
